measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,67,Japan,1,Male,11,30-34 years,493,Ischemic heart disease,1,Number,2015,127.46242880907475,133.20384821281752,122.01122384578166
1,Deaths,67,Japan,2,Female,11,30-34 years,493,Ischemic heart disease,1,Number,2015,22.12538083602978,23.170990689872045,21.05300419062299
1,Deaths,67,Japan,1,Male,11,30-34 years,493,Ischemic heart disease,2,Percent,2015,0.05337102401293359,0.055776174772639624,0.05113590606718348
1,Deaths,67,Japan,2,Female,11,30-34 years,493,Ischemic heart disease,2,Percent,2015,0.017814521655936735,0.018667279197220304,0.016948752815609525
1,Deaths,67,Japan,1,Male,11,30-34 years,493,Ischemic heart disease,3,Rate,2015,3.330718542535705,3.4807474745684144,3.188273199072189
1,Deaths,67,Japan,2,Female,11,30-34 years,493,Ischemic heart disease,3,Rate,2015,0.5944947590557713,0.6225896236247944,0.5656806880052985
1,Deaths,67,Japan,1,Male,12,35-39 years,493,Ischemic heart disease,1,Number,2015,271.70543528894154,282.6244731431857,260.29203776701405
1,Deaths,67,Japan,2,Female,12,35-39 years,493,Ischemic heart disease,1,Number,2015,51.47513132856316,53.93819763123201,49.222158997930386
1,Deaths,67,Japan,1,Male,12,35-39 years,493,Ischemic heart disease,2,Percent,2015,0.07712407357098802,0.0801067076755282,0.07404230687259186
1,Deaths,67,Japan,2,Female,12,35-39 years,493,Ischemic heart disease,2,Percent,2015,0.025458722905741346,0.02669196459002896,0.024344196154863086
1,Deaths,67,Japan,1,Male,12,35-39 years,493,Ischemic heart disease,3,Rate,2015,6.223258222821719,6.473352565025307,5.961840854033593
1,Deaths,67,Japan,2,Female,12,35-39 years,493,Ischemic heart disease,3,Rate,2015,1.214164117038532,1.272261428213876,1.161022374804314
1,Deaths,67,Japan,1,Male,13,40-44 years,493,Ischemic heart disease,1,Number,2015,660.3076554116258,681.4774341391739,641.7306201915924
1,Deaths,67,Japan,2,Female,13,40-44 years,493,Ischemic heart disease,1,Number,2015,122.1769979406235,127.39523019183851,116.99610027135505
1,Deaths,67,Japan,1,Male,13,40-44 years,493,Ischemic heart disease,2,Percent,2015,0.10563579698257695,0.10900320261358375,0.10266262313161574
1,Deaths,67,Japan,2,Female,13,40-44 years,493,Ischemic heart disease,2,Percent,2015,0.03384279087519538,0.03529718647697994,0.03240101497642618
1,Deaths,67,Japan,1,Male,13,40-44 years,493,Ischemic heart disease,3,Rate,2015,12.964293433333097,13.379934871219458,12.599557186918162
1,Deaths,67,Japan,2,Female,13,40-44 years,493,Ischemic heart disease,3,Rate,2015,2.4638375589851584,2.569069123262912,2.3593588888429653
1,Deaths,67,Japan,1,Male,14,45-49 years,493,Ischemic heart disease,1,Number,2015,1045.657384876409,1079.171337210637,1014.7995051788324
1,Deaths,67,Japan,2,Female,14,45-49 years,493,Ischemic heart disease,1,Number,2015,200.4003374475559,209.36984452754066,191.9734437194465
1,Deaths,67,Japan,1,Male,14,45-49 years,493,Ischemic heart disease,2,Percent,2015,0.12141205615725725,0.12533917568518088,0.11805991074687333
1,Deaths,67,Japan,2,Female,14,45-49 years,493,Ischemic heart disease,2,Percent,2015,0.040677771239583986,0.04256507754583193,0.039038799826775016
1,Deaths,67,Japan,1,Male,14,45-49 years,493,Ischemic heart disease,3,Rate,2015,23.252650021901275,23.99791153465822,22.566452527957782
1,Deaths,67,Japan,2,Female,14,45-49 years,493,Ischemic heart disease,3,Rate,2015,4.531969832888829,4.734811484854671,4.341399154978941
1,Deaths,67,Japan,1,Male,15,50-54 years,493,Ischemic heart disease,1,Number,2015,1582.8486596911753,1627.1294083413177,1540.7558730483356
1,Deaths,67,Japan,2,Female,15,50-54 years,493,Ischemic heart disease,1,Number,2015,300.1014625718752,313.20593329586325,286.5409503735532
1,Deaths,67,Japan,1,Male,15,50-54 years,493,Ischemic heart disease,2,Percent,2015,0.12257099631819887,0.1260367085537686,0.11940580072463901
1,Deaths,67,Japan,2,Female,15,50-54 years,493,Ischemic heart disease,2,Percent,2015,0.04272870057491291,0.0445338706925683,0.0408254618801995
1,Deaths,67,Japan,1,Male,15,50-54 years,493,Ischemic heart disease,3,Rate,2015,38.85390261198352,39.94085421983592,37.8206585157305
1,Deaths,67,Japan,2,Female,15,50-54 years,493,Ischemic heart disease,3,Rate,2015,7.416684692336058,7.740547583862264,7.081551226542166
1,Deaths,67,Japan,1,Male,16,55-59 years,493,Ischemic heart disease,1,Number,2015,2229.314541614543,2290.6114583420317,2169.066593344908
1,Deaths,67,Japan,2,Female,16,55-59 years,493,Ischemic heart disease,1,Number,2015,407.87455114461784,426.87535951431687,385.192053042985
1,Deaths,67,Japan,1,Male,16,55-59 years,493,Ischemic heart disease,2,Percent,2015,0.11365669141047097,0.11679024075037069,0.11062987824232956
1,Deaths,67,Japan,2,Female,16,55-59 years,493,Ischemic heart disease,2,Percent,2015,0.0427783103241388,0.04474618911525049,0.040357504654806524
1,Deaths,67,Japan,1,Male,16,55-59 years,493,Ischemic heart disease,3,Rate,2015,58.509733180535015,60.1185085128473,56.92848867145902
1,Deaths,67,Japan,2,Female,16,55-59 years,493,Ischemic heart disease,3,Rate,2015,10.600228777742291,11.094039718178825,10.010734609858401
1,Deaths,67,Japan,1,Male,25,50-69 years,493,Ischemic heart disease,1,Number,2015,13497.675637354863,13779.416705973861,13111.530550706428
1,Deaths,67,Japan,2,Female,25,50-69 years,493,Ischemic heart disease,1,Number,2015,3132.7063722170087,3262.1465713596644,2865.869445844189
1,Deaths,67,Japan,1,Male,25,50-69 years,493,Ischemic heart disease,2,Percent,2015,0.1036377063079047,0.1057130935006981,0.10083017792966527
1,Deaths,67,Japan,2,Female,25,50-69 years,493,Ischemic heart disease,2,Percent,2015,0.052486696865853284,0.05456809920530801,0.04809161861021407
1,Deaths,67,Japan,1,Male,25,50-69 years,493,Ischemic heart disease,3,Rate,2015,80.00520399380838,81.67517683016212,77.71639388616164
1,Deaths,67,Japan,2,Female,25,50-69 years,493,Ischemic heart disease,3,Rate,2015,18.095151441937137,18.84282445302216,16.553846889477526
1,Deaths,67,Japan,1,Male,41,50-74 years,493,Ischemic heart disease,1,Number,2015,20185.97113412998,20659.830711238537,19532.61668552353
1,Deaths,67,Japan,2,Female,41,50-74 years,493,Ischemic heart disease,1,Number,2015,5796.974513031138,6093.425649002272,5194.647225368639
1,Deaths,67,Japan,1,Male,41,50-74 years,493,Ischemic heart disease,2,Percent,2015,0.0973576629263741,0.09951573495691017,0.09452985778297426
1,Deaths,67,Japan,2,Female,41,50-74 years,493,Ischemic heart disease,2,Percent,2015,0.059617560624232985,0.06263815709226447,0.05342394424768554
1,Deaths,67,Japan,1,Male,41,50-74 years,493,Ischemic heart disease,3,Rate,2015,98.33413730644764,100.64250148718217,95.151380052306
1,Deaths,67,Japan,2,Female,41,50-74 years,493,Ischemic heart disease,3,Rate,2015,26.98134845282279,28.361146031868916,24.177885647434724
1,Deaths,67,Japan,1,Male,228,55+ years,493,Ischemic heart disease,1,Number,2015,56422.04009754026,59160.63387864158,51120.51838227418
1,Deaths,67,Japan,2,Female,228,55+ years,493,Ischemic heart disease,1,Number,2015,53283.69897372479,61913.95971795224,38556.4459175555
1,Deaths,67,Japan,1,Male,228,55+ years,493,Ischemic heart disease,2,Percent,2015,0.09014983683425307,0.09453805312908636,0.08161866725477934
