measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,214,Federal Republic of Nigeria,1,Male,13,40-44 years,543,Alzheimer's disease and other dementias,1,Number,2015,1.3526149325420207,4.9228003504103315,0.13695908072217353
1,Deaths,214,Federal Republic of Nigeria,2,Female,13,40-44 years,543,Alzheimer's disease and other dementias,1,Number,2015,1.1570892310871956,4.190528978485388,0.10098700476669675
1,Deaths,214,Federal Republic of Nigeria,1,Male,13,40-44 years,543,Alzheimer's disease and other dementias,2,Percent,2015,6.029928002908566e-05,0.00022892249127150172,5.927933917789766e-06
1,Deaths,214,Federal Republic of Nigeria,2,Female,13,40-44 years,543,Alzheimer's disease and other dementias,2,Percent,2015,6.706534853317413e-05,0.00023422501845214846,6.265510069770871e-06
1,Deaths,214,Federal Republic of Nigeria,1,Male,13,40-44 years,543,Alzheimer's disease and other dementias,3,Rate,2015,0.03308820954666873,0.12042351864670924,0.0033503480208796326
1,Deaths,214,Federal Republic of Nigeria,2,Female,13,40-44 years,543,Alzheimer's disease and other dementias,3,Rate,2015,0.026853734112396176,0.09725382274347491,0.002343707038275771
1,Deaths,214,Federal Republic of Nigeria,1,Male,14,45-49 years,543,Alzheimer's disease and other dementias,1,Number,2015,10.675972548388303,36.38385823438748,1.4259283769892919
1,Deaths,214,Federal Republic of Nigeria,2,Female,14,45-49 years,543,Alzheimer's disease and other dementias,1,Number,2015,10.417045738914569,36.715854296888836,1.2457543579479042
1,Deaths,214,Federal Republic of Nigeria,1,Male,14,45-49 years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.0004358799859564627,0.0014628016052978194,5.705645431294462e-05
1,Deaths,214,Federal Republic of Nigeria,2,Female,14,45-49 years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.0005439411496751787,0.001860183276050435,7.311625754323067e-05
1,Deaths,214,Federal Republic of Nigeria,1,Male,14,45-49 years,543,Alzheimer's disease and other dementias,3,Rate,2015,0.31906914695362026,1.087391950205044,0.04261623461476755
1,Deaths,214,Federal Republic of Nigeria,2,Female,14,45-49 years,543,Alzheimer's disease and other dementias,3,Rate,2015,0.29320724020818767,1.0334364060686583,0.035064086923101805
1,Deaths,214,Federal Republic of Nigeria,1,Male,15,50-54 years,543,Alzheimer's disease and other dementias,1,Number,2015,33.253092775023745,106.3447209216319,5.39672476900494
1,Deaths,214,Federal Republic of Nigeria,2,Female,15,50-54 years,543,Alzheimer's disease and other dementias,1,Number,2015,41.513312048070574,141.2326144579108,5.833768952320072
1,Deaths,214,Federal Republic of Nigeria,1,Male,15,50-54 years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.0012988852873969837,0.004221508191538102,0.00021088740902904058
1,Deaths,214,Federal Republic of Nigeria,2,Female,15,50-54 years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.001946066950448129,0.006540162913555785,0.00030733402937014096
1,Deaths,214,Federal Republic of Nigeria,1,Male,15,50-54 years,543,Alzheimer's disease and other dementias,3,Rate,2015,1.3258849037374725,4.240232961671206,0.21518106448805763
1,Deaths,214,Federal Republic of Nigeria,2,Female,15,50-54 years,543,Alzheimer's disease and other dementias,3,Rate,2015,1.4689425173325248,4.99749554964502,0.2064270670678917
1,Deaths,214,Federal Republic of Nigeria,1,Male,16,55-59 years,543,Alzheimer's disease and other dementias,1,Number,2015,73.24015737175058,231.06636524350202,13.036020568319014
1,Deaths,214,Federal Republic of Nigeria,2,Female,16,55-59 years,543,Alzheimer's disease and other dementias,1,Number,2015,101.73113389221743,349.25737600237704,16.82270741620946
1,Deaths,214,Federal Republic of Nigeria,1,Male,16,55-59 years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.0026834348030530075,0.008511527006743966,0.000502912856233102
1,Deaths,214,Federal Republic of Nigeria,2,Female,16,55-59 years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.00426639897944928,0.013671995769470738,0.0007894912118537609
1,Deaths,214,Federal Republic of Nigeria,1,Male,16,55-59 years,543,Alzheimer's disease and other dementias,3,Rate,2015,3.8630006016696794,12.187432960180411,0.6875757385827004
1,Deaths,214,Federal Republic of Nigeria,2,Female,16,55-59 years,543,Alzheimer's disease and other dementias,3,Rate,2015,4.6699096086276946,16.032460404949543,0.7722367774778035
1,Deaths,214,Federal Republic of Nigeria,1,Male,25,50-69 years,543,Alzheimer's disease and other dementias,1,Number,2015,424.6792588477927,1336.1169627718623,85.51379753115278
1,Deaths,214,Federal Republic of Nigeria,2,Female,25,50-69 years,543,Alzheimer's disease and other dementias,1,Number,2015,579.4307696879663,1878.201087741115,106.88578450118602
1,Deaths,214,Federal Republic of Nigeria,1,Male,25,50-69 years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.003733437245471161,0.01203074255628818,0.0007938255200986604
1,Deaths,214,Federal Republic of Nigeria,2,Female,25,50-69 years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.006131736297538045,0.0188042413303545,0.0012994477657205185
1,Deaths,214,Federal Republic of Nigeria,1,Male,25,50-69 years,543,Alzheimer's disease and other dementias,3,Rate,2015,6.30567840747061,19.83879293955667,1.2697170756489993
1,Deaths,214,Federal Republic of Nigeria,2,Female,25,50-69 years,543,Alzheimer's disease and other dementias,3,Rate,2015,7.835354334448151,25.39797988588455,1.4453633439819926
1,Deaths,214,Federal Republic of Nigeria,1,Male,41,50-74 years,543,Alzheimer's disease and other dementias,1,Number,2015,699.089873871416,2150.938088263156,149.7247734577107
1,Deaths,214,Federal Republic of Nigeria,2,Female,41,50-74 years,543,Alzheimer's disease and other dementias,1,Number,2015,973.9648159924993,3114.704089671216,210.01501374779053
1,Deaths,214,Federal Republic of Nigeria,1,Male,41,50-74 years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.004637700423576879,0.014019166762857976,0.0010549670302938317
1,Deaths,214,Federal Republic of Nigeria,2,Female,41,50-74 years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.007702311431863682,0.022536548886907704,0.0017546035909752518
1,Deaths,214,Federal Republic of Nigeria,1,Male,41,50-74 years,543,Alzheimer's disease and other dementias,3,Rate,2015,9.346422405337124,28.7567832005723,2.0017325805759882
1,Deaths,214,Federal Republic of Nigeria,2,Female,41,50-74 years,543,Alzheimer's disease and other dementias,3,Rate,2015,11.99058256530517,38.345447330803815,2.585516767082043
1,Deaths,214,Federal Republic of Nigeria,1,Male,228,55+ years,543,Alzheimer's disease and other dementias,1,Number,2015,3009.893622589614,8616.060778838639,680.7492649981555
1,Deaths,214,Federal Republic of Nigeria,2,Female,228,55+ years,543,Alzheimer's disease and other dementias,1,Number,2015,5194.301022568851,14045.456399247847,1227.386041062986
1,Deaths,214,Federal Republic of Nigeria,1,Male,228,55+ years,543,Alzheimer's disease and other dementias,2,Percent,2015,0.013432735740989812,0.03759042665836662,0.0031704612533298886
